[5.0-9.0] 各位市長會賓 活動即將開始 請盡速入座 謝謝
[9.0-59.8] 市長會賓 活動即將開始 請盡速入座 謝謝
[59.8-74.9] 市長嘉賓 本次會議將接下來進行的是第六場工作坊
[74.9-78.9] 有請張哲文張老師 謝謝
[78.9-81.9] 好 各位老師大家好
[81.9-85.9] 那 剛剛醫藥師保有休息了一陣子
[85.9-89.9] 對 那我們下午 也是我個人的最後一場
[89.9-91.9] 好 努力的把這場看完這樣子
[91.9-95.9] 那 我想說在下午場開始之前
[95.9-99.9] 我想說先把那個上午有一個小部分沒有結束的地方
[3510.6-3511.6] 可是歷史學界
[3511.6-3512.6] 在沒有一個資料的因素
[3512.6-3513.6] 在資料的情況之下
[3513.6-3516.6] 很難有一個具體的所謂的AI的運算
[3516.6-3517.6] 所以我覺得面對AI的第一步
[3517.6-3519.6] 其實不是匯入任何的工具
[3519.6-3521.6] 而且學習工具很快
[3521.6-3522.6] 學習工具其實很快
[3522.6-3523.6] 你看這樣一兩天下來
[3523.6-3525.6] 大部分都有辦法去學習
[3525.6-3527.6] 你回去再多接觸幾次就可以了
[3527.6-3529.6] 更重要的第一個就是要有數位的詩文
[3529.6-3530.6] 以及資料的概念
[3530.6-3533.6] 這個長期以來數位的我們都在培養
[3533.6-3535.6] 但是未來透過AI的教學
[3535.6-3537.6] 可能這個培養應該要更加的加速
[3537.6-3538.6] 更加的加速
[3538.6-3539.6] 這很重要
[3539.6-3540.6] 第二個
[3540.6-3542.6] 我又會講到一樣的東西
[3542.6-3543.6] 好像剛剛講過了
[3543.6-3544.6] 沒關係
[3544.6-3545.6] 就是教學現場上面
[3545.6-3548.6] 我們其實很害怕用生成AI
[3548.6-3550.6] 學生只用AI生成給我們
[3550.6-3552.6] 使我們難以驗證
[3552.6-3553.6] 使我們在研究時
[3553.6-3555.6] 有時候害怕產生許多的錯覺
[3555.6-3557.6] 讓我們在審查的時候
[3557.6-3559.6] 常常會出現問題
[3559.6-3560.6] 進而動搖歷史學
[3560.6-3562.6] 再稱之為科學的根本
[3562.6-3565.6] 事實上AI並不是造成問題的本身
[3565.6-3567.6] 它只是對映跟加速我們
[3567.6-3570.6] 長期以來沒有利用這些新的技術
[3570.6-3572.6] 來強化我們的科學性
[3572.6-3573.6] 這是一個問題
[3573.6-3577.6] 日積月累才會導致人文作為科學性的危機
[3577.6-3579.6] 可是我們卻一直很清楚的知道
[3579.6-3580.6] 或者是說任何的科學
[3580.6-3582.6] 除了數學跟哲學以外
[3582.6-3585.6] 科學性都來自於某種假設前提之下的
[3585.6-3587.6] 邏輯推演以及合理性的推斷
[3587.6-3588.6] 歷史學的假設前提
[3588.6-3590.6] 就跟我們前面所講的一樣
[3590.6-3592.6] 就是傅斯年所說的史料
[3592.6-3594.6] 我們如果沒有
[3594.6-3596.6] 但他沒有說的是
[3596.6-3598.6] 我們經常做的東西叫做引用
[3598.6-3599.6] 引用的意義在於
[3599.6-3600.6] 我們可以
[3600.6-3601.6] 我們認為史料
[3601.6-3603.6] 應該具備有這三種不同的特性
[3603.6-3605.6] 來強化這個科學性
[3605.6-3606.6] 我們過去我們的文章中
[3606.6-3609.6] 其實基本上都是信任作者的引用
[3609.6-3611.6] 甚至是無條件的信任
[3611.6-3613.6] 這是一個基於善意演者之下的信任
[3613.6-3616.6] 所以我們才沒有利用志工的技術
[3616.6-3617.6] 來強化這三種特性
[3617.6-3619.6] 那如果我們沒有建立一個
[3619.6-3621.6] 共同的歷史的資料的中心
[3621.6-3623.6] 讓文章的引用
[3623.6-3625.6] 或者是史料能夠快速找到
[3625.6-3628.6] 更沒有要求作者來提供這些資料的時候
[3628.6-3630.6] 那又如何能夠把這些數量資料
[3630.6-3631.6] 統合在一起呢
[3631.6-3632.6] 沒辦法統合在一起
[3632.6-3634.6] 我們以後就越來越難以驗證
[3634.6-3636.6] 所以我們以後一定會一直不斷的遇到
[3636.6-3639.6] 學生生產出假的資料給你
[3639.6-3640.6] 可是如果他生產假的資料給你
[3640.6-3643.6] 我要求他能夠被我們驗證
[3643.6-3646.6] 這變成是一個非常重要的一個關鍵
[3646.6-3647.6] 那回歸底層
[3647.6-3648.6] 那些資料的結構
[3648.6-3649.6] 不是Mockdown
[3649.6-3650.6] 要麼就是Python
[3650.6-3651.6] 要麼就是個資料庫
[3651.6-3653.6] 其實底層的東西就很簡單嘛
[3653.6-3654.6] 就像我們
[3654.6-3656.6] 我今天講了兩天的關鍵
[3656.6-3659.6] 第一步都還是寫數位筆記嘛
[3659.6-3660.6] 連數位筆記寫出來之後
[3660.6-3662.6] 我們就有這些基本的資料框架
[3662.6-3663.6] 有Meta Theta
[3663.6-3664.6] 有文字內容
[3664.6-3665.6] 有鏈結
[3665.6-3668.6] 這些東西都能夠做一個共同的資料框架
[3668.6-3670.6] 它最後整個儲存成是一個Mockdown
[3670.6-3673.6] 從Mockdown就用Dip的方式去做版本的控制
[3673.6-3676.6] 跟進一步的處理
[3676.6-3678.6] 然後有的數位筆記有Mockdown
[3678.6-3679.6] 有Mockdown之後呢
[3679.6-3680.6] 我們就可以幹嘛
[3680.6-3681.6] 我們就可以把它
[3681.6-3683.6] 這些東西整合在一起之後
[3683.6-3686.6] 進一步的把它轉換成JSON檔
[3686.6-3688.6] 我們所有的AI的一些工具裡面
[3688.6-3689.6] 要買的不是讀Mockdown
[3689.6-3690.6] 要買的就是
[3690.6-3691.6] 就讀JSON
[3691.6-3692.6] 比如說我們今天早上講的IH
[3692.6-3693.6] 就是讀JSON檔
[3693.6-3694.6] 就是JSON檔
[3694.6-3695.6] 把它統合在一起
[3695.6-3696.6] JSON檔怎麼樣
[3696.6-3697.6] 統合在一個JSON檔之後
[3697.6-3699.6] 我的JSON就能夠存在像樣的資料庫
[3699.6-3701.6] 也能夠存在關聯式的資料庫
[3701.6-3703.6] 當然也可以存在圖的資料庫
[3703.6-3704.6] 可是圖資料庫很資源
[3704.6-3705.6] 這個先跳過
[3705.6-3708.6] 那這些東西能夠過網站的方式
[3708.6-3710.6] 去讓使用者進行去檢索
[3710.6-3711.6] 跟進行檢索
[3711.6-3712.6] 那這個網站如果統合
[3712.6-3714.6] 也是另外一個問題
[3714.6-3715.6] 那有的JSON檔
[3715.6-3716.6] 當然也可以進一步輸出
[3716.6-3717.6] 所謂的CST檔
[3717.6-3718.6] 也是結構化的資料
[3718.6-3720.6] 就是結構化的資料的樣態
[3720.6-3721.6] 就是我們
[3721.6-3723.6] 這是臺灣醫師筆劍裡面的東西
[3723.6-3725.6] 也可以把這樣的東西把它弄出來
[3725.6-3726.6] 那有JSON之後
[3726.6-3728.6] 我們在做文字分析的時候
[3728.6-3730.6] 也可以匯入我們過去的
[3730.6-3732.6] 像普吉洛老師在做Dogusti
[3732.6-3734.6] 那樣子的平臺裡面
[3734.6-3736.6] 已經有儲存大量的資料
[3736.6-3738.6] 如何去進行所謂的標註
[3738.6-3740.6] 我們如果拿這些資料來訓練
[3740.6-3744.6] 其實是一個非常非常好的工具
[3744.6-3745.6] 那透過這樣的方式
[3745.6-3747.6] 我們未來在嫁接數位人物上面
[3747.6-3748.6] 甚至能夠設計到
[3748.6-3749.6] 就是說使用者能夠一鍵的
[3749.6-3751.6] 就能夠套用這些數位工具的內容
[3751.6-3753.6] 然後生產出我們所想要的
[3753.6-3755.6] 視覺化的那種圖示
[3755.6-3756.6] 比如說好
[3756.6-3757.6] 像這些東西
[3757.6-3758.6] 比如說GIS
[3758.6-3759.6] 還有社會網路分析
[3759.6-3761.6] 或者是text mining
[3761.6-3762.6] 這些東西
[3762.6-3763.6] 其實我們要進一步思考
[3763.6-3764.6] 如何透過AI
[3764.6-3766.6] 透過那個bycoding的方式
[3766.6-3768.6] 讓我們把這些工具全部做出來
[3768.6-3770.6] 還有比如說經緯度的查詢工具
[3770.6-3771.6] 這也很重要
[3771.6-3772.6] 這很重要
[3772.6-3775.6] 我上次有聽到李宗慶老師演講的時候
[3775.6-3777.6] 有講到說我要怎麼去找我自己
[3777.6-3778.6] 我家的那個地址
[3778.6-3779.6] 我想說哇
[3779.6-3781.6] 這東西應該可以把它整合到裡面去
[3781.6-3783.6] 整合到裡面去
[3783.6-3786.6] 那RAG能夠強化我們的資料的可驗證性
[3786.6-3788.6] 而AI agent
[3788.6-3791.6] 我覺得未來真是一個非常重要的關鍵
[3791.6-3793.6] 那它能夠整合前述所有的功能
[3793.6-3797.6] 甚至將這些的研究流程自動化
[3797.6-3799.6] 然後流程化跟系統化
[3799.6-3800.6] 那我認為
[3800.6-3802.6] 我們基本在大大於學園模型
[3802.6-3803.6] 比如說像臺德
[3803.6-3805.6] 我們絕對不可能超過中國
[3805.6-3807.6] 或者是根本沒有機會
[3807.6-3808.6] 因為成本
[3808.6-3809.6] 所以我們不可能超過中國
[3809.6-3810.6] 所以我們不可能超過中國
[3810.6-3811.6] 但是
[3811.6-3812.6] 但是呢
[3812.6-3813.6] 其實這幾年的發展
[3813.6-3814.6] 我們還發現一件事情
[3814.6-3817.6] 園模型的開發勢必會有所侷限
[3817.6-3819.6] 所以資料無限大的情況之下
[3819.6-3823.6] 它必然產生邊際效益遞減的情況
[3823.6-3826.6] 也就是說園模型未來一定會遇到一個牆
[3826.6-3827.6] 這個牆
[3827.6-3828.6] 這個牆它訓練
[3828.6-3830.6] 不管它會不會給它再流體
[3830.6-3832.6] 到最後已經趨近於這條線
[3832.6-3834.6] 它無法再透過的原因是
[3834.6-3835.6] 因為第一個
[3835.6-3837.6] 它的資料已經蒐集到無法再蒐集了
[3837.6-3838.6] 第二個點是
[3838.6-3839.6] 算力在怎麼算
[3839.6-3841.6] 它的演演算法的概念就是
[3841.6-3844.6] 前面我帶大家做過很多的演演算法
[3844.6-3845.6] 演演算法的概念就是
[3845.6-3846.6] 在這個既有這樣裡面去算
[3846.6-3849.6] 算久了之後一定會產生邊際效益遞減
[3849.6-3850.6] 跟什麼
[3850.6-3851.6] 跟逐漸的什麼
[3851.6-3853.6] 逐漸的熟練的結果
[3853.6-3855.6] 所以園模型的訓練未來一定會
[3855.6-3857.6] 我用很多很多的資源
[3857.6-3859.6] 最後能進步百分之一百分之二
[3859.6-3861.6] 現在就有這個樣子的現象
[3861.6-3862.6] 確實GPT剛出來的時候
[3862.6-3864.6] 好像從百分之一到百分之八十
[3864.6-3866.6] 可是從確實GPT二之後
[3866.6-3867.6] 那時候
[3867.6-3870.6] 那個變化基本上它的幅度越來越小
[3870.6-3873.6] 而且相較起來
[3873.6-3876.6] 園模型需要好多好多的錢
[3876.6-3878.6] 我們不可能去做這些事情
[3878.6-3881.6] 但是AI agent的開發當然也需要成本
[3881.6-3884.6] 但是相較於園模型來講會低很多
[3884.6-3887.6] 所以我覺得AI agent是可以讓我們
[3887.6-3890.6] 在未來從我們自己的需求去架構強化
[3890.6-3892.6] 歷史學根本的核心精神的一個
[3892.6-3895.6] 非常重要的一個可能性
[3895.6-3896.6] 而且因為AI agent的開發
[3896.6-3898.6] 比較不需要成本
[3898.6-3899.6] 不需要那麼大的成本
[3899.6-3902.6] 那我相信就是在一個生產
[3902.6-3905.6] 身為住在一個自由國度的臺灣
[3905.6-3908.6] 一個未來真正具有歷史學術自由的地方
[3908.6-3910.6] 其實才能夠做得到
[3910.6-3913.6] 開發出符合歷史學的研究的
[3913.6-3915.6] AI agent的可能性
[3915.6-3918.6] 所以其實我一直
[3918.6-3920.6] 大概從七八月開始
[3920.6-3922.6] 就開始帶領學生去思考
[3922.6-3924.6] 就是剛剛大家看到
[3924.6-3925.6] 還放在外面休息喔
[3925.6-3926.6] 就幾位學生
[3926.6-3927.6] 當然不是隻有這些
[3927.6-3928.6] 大概有七八位學生
[3928.6-3929.6] 一直不斷的在思考
[3929.6-3932.6] 我們如何能在有限的資源之下
[3932.6-3934.6] 然後去做開發
[3934.6-3936.6] 當然我畢竟也是歷史學家出身
[3936.6-3937.6] 然後前面這些東西
[3937.6-3938.6] 剛剛曾老師說
[3938.6-3940.6] 好像資工系的老師一樣
[3940.6-3942.6] 但是其實我的認識真的是有限
[3942.6-3945.6] 真的是跟完全製作職工的人
[3945.6-3947.6] 還是有很大不同
[3947.6-3949.6] 但是這些技術能力
[3949.6-3951.6] 其實我都必須要靠學生來幫忙
[3951.6-3952.6] 才有辦法做得到
[3952.6-3954.6] 但我覺得這應該是資源有限
[3954.6-3956.6] 然後藉助資工的專家
[3956.6-3957.6] 比如說像我們跟
[3957.6-3959.6] 成大的米球智慧力轉學院
[3959.6-3961.6] 或者是下一場的講者王道維老師
[3961.6-3963.6] 其實可以來共同合作的事情
[3963.6-3964.6] 而這一切最難的
[3964.6-3966.6] 其實不是硬體裝置
[3966.6-3968.6] 也不是技術的問題
[3968.6-3970.6] 最難的其實是人才培育
[3970.6-3971.6] 還有歷史學如何清晰地
[3971.6-3973.6] 要達出自己的需求
[3973.6-3976.6] 對 那我們下一堂課
[3976.6-3977.6] 可能可以跟老師
[3977.6-3979.6] 可以跟王老師們去討論
[3979.6-3980.6] 那另外一個問題
[3980.6-3982.6] 當然就是資料安全的問題
[3982.6-3983.6] 就是資料安全
[3983.6-3984.6] 也許
[3984.6-3985.6] 也許能夠透過區塊鏈
[3985.6-3987.6] 來去解決這個資料安全的問題
[3987.6-3989.6] 那這個也是進一步的
[3989.6-3991.6] 去希望跟專家們去合作
[3991.6-3992.6] 那如此一來呢
[3992.6-3994.6] 假設我們收集了大量的資料
[3994.6-3995.6] 我們就可以有人文學界的一個
[3995.6-3996.6] 標準測試的
[3996.6-3998.6] 叫Batchmark的這樣子的東西
[3998.6-4000.6] 然後能夠來進一步的把
[4000.6-4002.6] 語言模型更加的最佳化
[4002.6-4003.6] 來符合我們歷史學家
[4003.6-4005.6] 所需要的語言模型
[4005.6-4007.6] 這個前提是要先有資料
[4007.6-4008.6] 那一樣人文的資料
[4008.6-4009.6] 不是隻有閱讀
[4009.6-4010.6] 更重要的是閱讀
[4010.6-4011.6] 不是隻有資料
[4011.6-4012.6] 而更要是閱讀之後
[4012.6-4013.6] 人們透過閱讀
[4013.6-4014.6] 能夠激盪
[4014.6-4015.6] 產生怎麼樣的想法
[4015.6-4016.6] 我們如果把這樣子的資料
[4016.6-4018.6] 對全部記錄下來的時候
[4018.6-4019.6] 那未來這個東西
[4019.6-4021.6] 可能就是一個突破AI
[4021.6-4023.6] 現在的瓶頸的地方
[4023.6-4025.6] 人如何產生創意
[4025.6-4026.6] 如何產生靈感
[4026.6-4028.6] 如何產生想法
[4028.6-4029.6] 這個東西可能是
[4029.6-4031.6] 未來最重要的一個關鍵
[4031.6-4033.6] 那如果我有這些資料
[4033.6-4034.6] 我自己來想一下
[4034.6-4036.6] 如果我有這些資料的話
[4036.6-4038.6] 那我以後就可以賣給Google
[4038.6-4040.6] 然後賣給他們大量的錢
[4040.6-4041.6] 然後我們就可以
[4041.6-4042.6] 把我們自己做得更好
[4042.6-4043.6] 這東西
[4043.6-4045.6] 是他們所想要的東西
[4045.6-4046.6] 他們所想要的東西
[4046.6-4047.6] 是有這些資料
[4047.6-4048.6] 他們才有辦法突破
[4048.6-4049.6] 現有的AI的瓶頸
[4049.6-4050.6] 是不是
[4050.6-4051.6] 那這東西
[4051.6-4052.6] 不外乎就是我們歷史上
[4052.6-4053.6] 在閱讀的過程中
[4053.6-4054.6] 日常生活中
[4054.6-4055.6] 產生出來的過程
[4055.6-4056.6] 那我們只需要做到
[4056.6-4057.6] 我們閱讀的時候
[4057.6-4058.6] 筆記把它記錄下來
[4058.6-4059.6] 然後大家整合在一起
[4059.6-4060.6] 對
[4060.6-4061.6] 然後我就可以
[4061.6-4062.6] 為學界有更多的可能性
[4062.6-4063.6] 這樣子
[4063.6-4065.6] 那利用這些收集出來之後
[4065.6-4066.6] 就可以知道
[4066.6-4067.6] 人是如何產生靈感
[4067.6-4068.6] 甚至能夠探究
[4068.6-4069.6] 這些語言最難的地方
[4069.6-4071.6] 其實是眼外之隱
[4071.6-4072.6] 這個東西
[4072.6-4074.6] 就是AI也很難做到
[4074.6-4075.6] 但是這個眼外之隱
[4075.6-4076.6] 往往才是我們研究
[4076.6-4078.6] 突破的關鍵
[4078.6-4079.6] 對
[4079.6-4080.6] 我看了很多的材料之後
[4080.6-4081.6] 那個表面的描述
[4081.6-4082.6] 其實都沒什麼
[4082.6-4083.6] 那AI只能讀
[4083.6-4084.6] 這個表面的描述
[4084.6-4085.6] 它如何的
[4085.6-4087.6] 我們如何的去理解
[4087.6-4089.6] 那個語言之外的
[4089.6-4091.6] 那個它想要訴求的故事
[4091.6-4092.6] 跟訴求的內涵
[4092.6-4094.6] 這不也就是我們歷史學家
[4094.6-4096.6] 真正想要去探究的東西嗎
[4096.6-4098.6] 這個是很難很難的地方
[4098.6-4099.6] 但這個地方
[4099.6-4100.6] 就是需要
[4100.6-4102.6] 研究者有很重要的
[4102.6-4104.6] 很長的研究的經驗
[4104.6-4105.6] 很有歷史的見識
[4105.6-4108.6] 跟很多很多的累積
[4108.6-4109.6] 才有辦法做到
[4109.6-4111.6] 但是其實AI是做不到的
[4111.6-4112.6] 那我其實
[4112.6-4114.6] 想做開發的原因其實很簡單
[4114.6-4116.6] 我最終的目標就是什麼
[4116.6-4117.6] 就是希望呢
[4117.6-4118.6] 歷史學家未來
[4118.6-4119.6] 只要讀書跟思考
[4119.6-4121.6] 然後挖掘史料跟解讀史料
[4121.6-4123.6] 還有推廣跟社會對話
[4123.6-4124.6] 就可以了
[4124.6-4125.6] 這是我的目標
[4125.6-4126.6] 其實目標就懶惰
[4126.6-4127.6] 就是想要開發一個很厲害的工具
[4127.6-4129.6] 然後大家未來只要做這幾件事情
[4129.6-4130.6] 就能夠應付AI
[4130.6-4131.6] 但我知道這個是很難
[4131.6-4132.6] 這過程要做多久
[4132.6-4134.6] 很多很多很多很多的工作
[4134.6-4135.6] 那因為AI
[4135.6-4136.6] 讓這種技術變得更容易
[4136.6-4139.6] 這三點永遠都不會被取代
[4139.6-4141.6] 所以大家也不用太擔心
[4141.6-4143.6] 那最後最後最後
[4143.6-4144.6] 我想留一點時間
[4144.6-4146.6] 可以讓大家進行討論
[4146.6-4147.6] 我一直覺得
[4147.6-4149.6] 人文才是人類知識的目的
[4149.6-4150.6] 我一直覺得
[4150.6-4151.6] 數學 物理 化學
[4151.6-4152.6] 生物之公 語言
[4152.6-4153.6] 甚至是人工智慧
[4153.6-4155.6] 都只是人類創造的一種工具
[4155.6-4156.6] 工具真正的目的
[4156.6-4158.6] 其實是輔助人們留下
[4158.6-4160.6] 與他人共鳴產生的事物
[4160.6-4161.6] 比如說好了
[4161.6-4162.6] 我們今天
[4162.6-4164.6] 基本上有的唐詩桑白首
[4164.6-4165.6] 這些文學的作品
[4165.6-4166.6] 是能夠讓人產生共鳴
[4166.6-4167.6] 因為人都讓人產生共鳴
[4167.6-4169.6] 他才有辦法永恆
[4169.6-4170.6] 這東西才是人文的目的
[4170.6-4173.6] 而前面這些一系列的不同的學科
[4173.6-4175.6] 其實都只是我們的工具
[4175.6-4176.6] 所以我一直覺得
[4176.6-4177.6] 人文才是知識本身的目的
[4177.6-4179.6] 可是現在都有一點倒映為過
[4179.6-4181.6] 我一直覺得很奇怪
[4181.6-4182.6] 但是
[4182.6-4183.6] 但是我學生物幹嘛
[4183.6-4184.6] 我學醫學幹嘛
[4184.6-4185.6] 無關不叫我生活得更好
[4185.6-4187.6] 能夠創造出更好的文學作品
[4187.6-4188.6] 或證到更好的歷史作品
[4188.6-4189.6] 讓人產生共鳴
[4189.6-4190.6] 所以歷史
[4190.6-4191.6] 人物
[4191.6-4192.6] 文學 藝術
[4192.6-4194.6] 才是人的核心價值
[4194.6-4196.6] 醫學只是讓我們生活得更好
[4196.6-4197.6] 一樣
[4197.6-4198.6] 物理化學也一樣
[4198.6-4199.6] 讓我們工作
[4199.6-4200.6] 也現場工作能夠變得更好
[4200.6-4201.6] 我們用冷氣吹
[4201.6-4204.6] 這些東西都是他們的一個過程
[4204.6-4205.6] 這樣都只是工具
[4205.6-4206.6] 但我真的覺得
[4206.6-4208.6] 人文才是核心的目標
[4208.6-4210.6] 所以雖然魯正恆老師沒來
[4210.6-4212.6] 我就三次跟他討論的時候
[4212.6-4213.6] 我就跟他講說
[4213.6-4214.6] 我真心的覺得
[4214.6-4217.6] 20年後歷史學才會變成
[4217.6-4218.6] 那個成績
[4218.6-4221.6] 那個榜首第一名所填的資料
[4221.6-4223.6] 不是其他的學科
[4223.6-4226.6] 我跟大家林林總統講了一堆
[4226.6-4228.6] 那我希望大家能在這五堂課的過程中
[4228.6-4230.6] 都能夠學習到什麼
[4230.6-4232.6] 當然我也省略跟減少了很多
[4232.6-4234.6] 大家回去可以自己透過
[4234.6-4235.6] 楊志傑老師
[4235.6-4237.6] 很快速開發那個東西
[4237.6-4239.6] 然後回去可以再複習
[4239.6-4240.6] 再看看我到底講了什麼
[4240.6-4243.6] 會在操作的過程中再學一下
[4243.6-4244.6] 那可能會更好
[4244.6-4245.6] 可能會理解得更多
[4245.6-4246.6] 因為我們還有大概
[4246.6-4247.6] 三天十分鐘的時間
[4247.6-4250.6] 我想說開放給各位來進行討論
[4250.6-4251.6] 謝謝各位 謝謝
[4251.6-4261.0] 你OK
[4261.0-4263.3] OK問嗎
[4263.3-4264.3] 好
[4264.3-4265.3] 不好意思
[4265.3-4267.3] 我是巡大那個
[4267.3-4268.3] 物理期望代表
[4268.3-4269.3] 就是下一場講的
[4269.3-4272.3] 不過謝謝剛剛你們分享
[4272.3-4274.3] 我想請問的是
[4274.3-4276.3] 就是我也在別的不同的場合
[4276.3-4278.3] 有一跟一些人設領域
[4278.3-4280.3] 是在討論這些事情
[4280.3-4282.3] 但我會感覺到一個
[4282.3-4284.3] 我也認為是真實的問題
[4284.3-4285.3] 他們好像
[4285.3-4286.3] 對不起我說他們
[4286.3-4288.3] 也許是各位
[4288.3-4290.3] 就讓我稍微這樣講
[4290.3-4292.3] 會覺得說
[4292.3-4295.3] 光把資料結構化這件事情
[4295.3-4299.3] 好像就是跟人文的研究有點矛盾
[4299.3-4303.3] 因為結構化就意味著有一個統一的方法
[4303.3-4306.3] 來定義資料的重要性或它的性質
[4306.3-4309.3] 但是也許好的研究
[4309.3-4311.3] 不一定是歷史研究或是文學研究
[4311.3-4313.3] 可能往往是那個作者本身
[4313.3-4316.3] 對於這個資料的另外一種獨特的看法
[4316.3-4318.3] 和別人有所不同
[4318.3-4319.3] 以至於說
[4319.3-4321.3] 它才會跳脫傳統的臨近
[4321.3-4322.3] 對不對
[4322.3-4324.3] 那如果說真的把所有資料
[4324.3-4327.3] marked down的形式結構化以後
[4327.3-4329.3] 它會不會反而限制了
[4329.3-4331.3] 我們對於這資料的一種理解方式
[4331.3-4333.3] 而反而讓人文研究
[4333.3-4335.3] 一直失去了那個特色
[4335.3-4338.3] 變成一個只是一個資料整理而已
[4338.3-4340.3] 那我覺得這也的確是
[4340.3-4342.3] 我沒辦法完全回答
[4342.3-4344.3] 但是我也覺得這也可能是很重要的
[4344.3-4347.3] 不知道您作為一個人文學者怎麼看這件事情
[4347.3-4349.3] 我完全是相反
[4349.3-4351.3] 我認為
[4351.3-4353.3] 資料的所有的結構化
[4353.3-4355.3] 它的目的其實是做索引
[4355.3-4357.3] 是讓研究者更快的找得到
[4357.3-4359.3] 它之所以有很多人會誤解
[4359.3-4360.3] 把它結構化就把它拆掉
[4360.3-4362.3] 那是因為它是把結構化的meta data
[4362.3-4364.3] 來做統計的資料的分析
[4364.3-4366.3] 來做量化的分析
[4366.3-4368.3] 但其實結構化就跟數位檢查一樣
[4368.3-4369.3] 它一開始的目的
[4369.3-4371.3] 其實不是為了要做所謂的量化的分析
[4371.3-4374.3] 是讓研究者更容易的找得到
[4374.3-4376.3] 所以對我來講
[4376.3-4377.3] 這可能不會是太大的問題
[4377.3-4378.3] 就是說
[4378.3-4379.3] 透過這個過程中
[4379.3-4380.3] 我把它結構化
[4380.3-4382.3] 但是我可以很容易的去找得到它
[4382.3-4383.3] 那無論如何
[4383.3-4384.3] 我們必須還是回歸到
[4384.3-4385.3] 那個文字
[4385.3-4387.3] 還是要自己去閱讀跟理解
[4387.3-4388.3] 沒有 不好意思
[4388.3-4389.3] 其實有件事情
[4389.3-4391.3] 你講的結構化是文字的內容
[4391.3-4393.3] 結構化這當然是可以容易找到
[4393.3-4395.3] 可是很多時候是關於
[4395.3-4397.3] 我們對於這些資料的理解
[4397.3-4398.3] 那些部分的話
[4398.3-4400.3] 可能是每個人的看法
[4400.3-4402.3] 整理的方法都不一樣
[4402.3-4404.3] 同樣一篇文章
[4404.3-4405.3] 每個人看
[4405.3-4407.3] 整理的結果是不一樣的
[4407.3-4408.3] 那如果你要放在一個
[4408.3-4409.3] 統一的資料庫裡面的時候
[4409.3-4410.3] 它必定會有一個
[4410.3-4412.3] Standardize的一個方式
[4412.3-4414.3] 那這樣的話就會決定的
[4414.3-4417.3] 擁有這個寫入的人
[4417.3-4418.3] 他就有一個權利
[4418.3-4420.3] 決定這些資料該用什麼方法
[4420.3-4422.3] 這些文字該用什麼資料的格式
[4422.3-4423.3] 來寫入
[4423.3-4425.3] 它可能就排除了另外一種
[4425.3-4427.3] 對於這些文字的一種詮釋方式
[4427.3-4428.3] 所以這個問題呢
[4428.3-4430.3] 不是紙索印問題
[4430.3-4432.3] 你一開始怎麼標註這些索印
[4432.3-4433.3] 就已經決定了
[4433.3-4435.3] 你怎麼看待這些文字
[4435.3-4438.3] 所以我的解決方式就是
[4438.3-4441.3] 我保留我本人原本的樣子
[4441.3-4443.3] 同時也有進行一步的結構化
[4443.3-4445.3] 但同時保留也讓其他人
[4445.3-4447.3] 在進行結構化的過程
[4447.3-4448.3] 或自己的結構過程中
[4448.3-4451.3] 是有那種留下的可能性
[4451.3-4452.3] 但我知道這在技術上
[4452.3-4454.3] 可能需要很多的討論
[4454.3-4455.3] 跟很多的去思考
[4455.3-4456.3] 怎麼能夠做到
[4456.3-4457.3] 你同時也能夠保留
[4457.3-4459.3] 原本的我本人的樣子
[4462.3-4464.3] 老師們還有什麼其他的想法
[4464.3-4465.3] 或者是說
[4465.3-4466.3] 聽過這幾堂課之後
[4466.3-4467.3] 有怎麼樣
[4467.3-4469.3] 沒有太多資訊內容
[4470.3-4472.3] 剛剛那個楊老師跟我講說
[4472.3-4473.3] 你這個應該要講一個學期的
[4473.3-4475.3] 你這兩天就要把它講完
[4475.3-4476.3] 這太拼了
[4476.3-4485.1] 因為那個我自己收穫非常大
[4485.1-4486.1] 但是我只是在想說
[4486.1-4490.1] 你最後提的這個人文的
[4490.1-4492.1] 人類的目的
[4492.1-4493.1] 或者是知識的目的
[4493.1-4494.1] 就是人文
[4494.1-4496.1] 那我覺得這個我也很同意
[4496.1-4498.1] 但是就是說這個人文
[4498.1-4499.1] 它其實呈現
[4499.1-4501.1] 以很多形式呈現
[4501.1-4502.1] 比如說今天我們講的
[4502.1-4504.1] 都是文字的實料
[4504.1-4506.1] 但是人類的經驗
[4506.1-4508.1] 包括所有的感應器
[4508.1-4510.1] 然後包括視覺的
[4510.1-4511.1] 幼覺的 觸覺的
[4511.1-4513.1] 那我想終究有一天會
[4513.1-4515.1] 只是我們現在很多
[4515.1-4516.1] 在處理感應器的時候
[4516.1-4519.1] 還是以文字記載的方式來理解它
[4519.1-4521.1] 那我在想像說
[4521.1-4524.1] 如果AI強調到一個程度
[4524.1-4526.1] 讓我們對於感應器的記錄
[4526.1-4529.1] 或是理解超過文字的可能
[4529.1-4531.1] 也許是一個
[4531.1-4533.1] 可以期待的
[4533.1-4534.1] 我不知道
[4534.1-4537.5] 我覺得我完全是門外
[4537.5-4538.5] 那老師回答一下
[4538.5-4540.5] 其實AI的那個神經網路
[4540.5-4541.5] 在分析過程中
